"";"NIVEL";"COD";"LOCALIZACAO";"PROD_T";"PROD_T_01";"PROD_T_02";"PROD_T_03";"PROD_T_04";"PROD_T_05";"PROD_T_06";"PROD_T_07";"PROD_AF";"PROD_AF_01";"PROD_AF_02";"PROD_AF_03";"PROD_AF_04";"PROD_AF_05";"PROD_AF_06";"PROD_AF_07";"PROD_MP";"PROD_MP_01";"PROD_MP_02";"PROD_MP_03";"PROD_MP_04";"PROD_MP_05";"PROD_MP_06";"PROD_MP_07";"AREA_T";"AREA_AF";"AREA_MP";"O_NEST_LACO_T";"O_NEST_LACO_AF";"O_NEST_LACO_MP";"O_T";"O_AF";"O_MP";"O_LACO_T";"O_LACO_AF";"O_LACO_MP";"VP_T";"VP_T_AN";"VP_T_VG";"VP_AF";"VP_AF_AN";"VP_AF_VG";"VP_MP";"VP_MP_AN";"VP_MP_VG";"R_NEST_T_TOT";"R_NEST_T_1";"R_NEST_T_101";"R_NEST_T_102";"R_NEST_T_103";"R_NEST_T_2";"R_NEST_T_201";"R_NEST_T_202";"R_NEST_T_203";"R_NEST_T_204";"R_NEST_T_205";"R_NEST_T_3";"R_NEST_T_301";"R_NEST_T_302";"R_NEST_T_303";"R_NEST_T_304";"R_NEST_T_305";"R_NEST_T_306";"R_NEST_T_307";"R_NEST_AF_TOT";"R_NEST_AF_1";"R_NEST_AF_101";"R_NEST_AF_102";"R_NEST_AF_103";"R_NEST_AF_2";"R_NEST_AF_201";"R_NEST_AF_202";"R_NEST_AF_203";"R_NEST_AF_204";"R_NEST_AF_205";"R_NEST_AF_3";"R_NEST_AF_301";"R_NEST_AF_302";"R_NEST_AF_303";"R_NEST_AF_304";"R_NEST_AF_305";"R_NEST_AF_306";"R_NEST_AF_307";"R_NEST_MP_TOT";"R_NEST_MP_1";"R_NEST_MP_101";"R_NEST_MP_102";"R_NEST_MP_103";"R_NEST_MP_2";"R_NEST_MP_201";"R_NEST_MP_202";"R_NEST_MP_203";"R_NEST_MP_204";"R_NEST_MP_205";"R_NEST_MP_3";"R_NEST_MP_301";"R_NEST_MP_302";"R_NEST_MP_303";"R_NEST_MP_304";"R_NEST_MP_305";"R_NEST_MP_306";"R_NEST_MP_307";"R_VALOR_T_TOT";"R_VALOR_T_1";"R_VALOR_T_101";"R_VALOR_T_102";"R_VALOR_T_103";"R_VALOR_T_2";"R_VALOR_T_201";"R_VALOR_T_202";"R_VALOR_T_203";"R_VALOR_T_204";"R_VALOR_T_205";"R_VALOR_T_3";"R_VALOR_T_301";"R_VALOR_T_302";"R_VALOR_T_303";"R_VALOR_T_304";"R_VALOR_T_305";"R_VALOR_T_306";"R_VALOR_T_307";"R_VALOR_AF_TOT";"R_VALOR_AF_1";"R_VALOR_AF_101";"R_VALOR_AF_102";"R_VALOR_AF_103";"R_VALOR_AF_2";"R_VALOR_AF_201";"R_VALOR_AF_202";"R_VALOR_AF_203";"R_VALOR_AF_204";"R_VALOR_AF_205";"R_VALOR_AF_3";"R_VALOR_AF_301";"R_VALOR_AF_302";"R_VALOR_AF_303";"R_VALOR_AF_304";"R_VALOR_AF_305";"R_VALOR_AF_306";"R_VALOR_AF_307";"R_VALOR_MP_TOT";"R_VALOR_MP_1";"R_VALOR_MP_101";"R_VALOR_MP_102";"R_VALOR_MP_103";"R_VALOR_MP_2";"R_VALOR_MP_201";"R_VALOR_MP_202";"R_VALOR_MP_203";"R_VALOR_MP_204";"R_VALOR_MP_205";"R_VALOR_MP_3";"R_VALOR_MP_301";"R_VALOR_MP_302";"R_VALOR_MP_303";"R_VALOR_MP_304";"R_VALOR_MP_305";"R_VALOR_MP_306";"R_VALOR_MP_307";"COD_ESTADO";"COD_REGIAO"
"29";"MI";"14003";"Caracaraí (RR)";2945;2654;202;4;4;11;63;7;2316;2049;192;3;2;11;54;5;621;597;10;1;2;0;9;2;506089;173230;272347;2939;2316;615;10115;7694;2330;8218;6828;1385;139925;102364;37561;46754;24802;21952;45211;39909;5301;2574;2127;940;1505;576;155;26;2;3;22;104;1842;755;629;0;0;4;2;664;1976;1707;819;1154;508;127;22;2;2;21;82;1369;688;207;0;0;4;1;600;590;412;118;343;67;27;4;0;1;1;21;469;66;419;0;0;0;1;63;155659;123879;21503;95512;6864;1415;584;NA;NA;24;653;30365;13504;14941;0;0;NA;NA;1910;52981;36536;11427;19943;5166;993;NA;NA;NA;NA;465;15451;11277;2409;0;0;NA;NA;NA;58008;43220;3398;38174;1648;374;NA;0;NA;NA;140;14414;2215;12050;0;0;0;NA;NA;"14";"1"
"30";"MI";"14004";"Sudeste de Roraima (RR)";3855;2464;1304;10;23;9;45;0;3039;1882;1094;5;14;8;36;0;819;583;211;5;10;1;9;0;532572;280363;247440;3852;3039;816;13096;9702;3426;10178;8179;2009;104203;63840;40363;65684;32710;32974;35040;26964;8076;3648;3132;2032;1876;510;169;65;0;1;6;100;2558;1063;889;1;1;0;2;953;2858;2568;1721;1505;428;135;45;0;0;6;86;1878;977;278;1;1;0;1;818;793;567;314;373;83;35;21;0;1;0;14;683;86;613;0;0;0;1;136;135335;94663;33060;58158;3445;2534;1736;0;NA;NA;745;38139;16780;18687;NA;NA;0;NA;2640;80411;57703;26519;28280;2904;1707;1043;0;0;NA;NA;21000;NA;3630;NA;NA;0;NA;2212;51704;33461;7227;25693;541;889;756;0;NA;0;NA;17354;NA;15270;0;0;0;NA;431;"14";"1"
"31";"MI";"15001";"Óbidos (PA)";7381;6587;111;15;57;264;49;298;6233;5514;100;11;46;230;45;287;1161;1085;12;4;11;34;4;11;448909;237398;213481;7369;6229;1153;31241;26381;5746;27891;24685;4084;153734;62310;91424;121867;33867;88000;39029;30347;8682;7164;6194;2369;2946;3030;407;62;2;4;60;326;5177;1969;1435;1;4;8;104;2441;6049;5341;2160;2390;2777;344;50;1;3;51;274;4210;1832;556;1;4;6;79;2167;1127;865;215;562;259;63;12;1;1;9;52;971;138;882;0;0;2;25;275;160342;98073;22252;56708;19113;2001;467;NA;NA;132;1313;60268;30423;21830;NA;NA;NA;125;7830;109441;68211;21108;29256;17847;1498;199;NA;NA;NA;1165;39731;28234;4344;NA;NA;NA;NA;6996;53583;32440;1685;29253;1502;503;268;NA;NA;NA;148;20640;2213;17561;0;0;NA;NA;839;"15";"1"
"32";"MI";"15002";"Santarém (PA)";23053;20746;922;91;350;141;427;376;19244;17304;808;79;306;103;334;310;3838;3472;114;10;44;38;94;66;1352945;757364;550946;22874;19100;3807;82360;62239;19673;65990;55570;10517;613124;246364;366760;341658;111959;229700;141299;63337;77962;21628;18380;8460;11392;7110;2071;391;28;0;380;1345;15598;6002;4710;7;1;53;363;7177;17886;15487;7307;9230;6447;1343;255;24;0;359;757;12505;5547;2214;5;1;42;238;6095;3771;2922;1182;2179;664;730;138;4;0;21;588;3103;462;2496;2;0;11;125;1086;694862;516410;232313;221261;62836;16085;5725;49;0;582;9730;162366;91119;49636;222;NA;304;456;20629;375023;251278;114507;96634;40137;8347;3367;NA;0;NA;4430;115398;84470;12835;NA;NA;223;305;17527;188315;133416;68743;58522;6151;7957;2577;NA;0;NA;5300;46942;6759;36646;NA;0;80;151;3121;"15";"1"
"33";"MI";"15003";"Almeirim (PA)";2677;2308;94;6;110;14;50;95;2136;1836;71;6;88;11;37;87;546;475;25;0;22;3;12;9;497489;153997;301105;2674;2135;544;9933;7831;2157;8818;7313;1542;81355;54928;26427;43066;19317;23749;31667;25787;5880;2567;2197;596;1175;1290;281;40;1;0;1;244;1913;530;507;0;0;2;131;964;2043;1806;488;872;1134;226;16;1;0;1;213;1493;436;259;0;0;2;117;863;527;394;111;303;157;56;25;0;0;0;31;424;96;250;0;0;0;14;101;77702;61490;11236;39351;10903;1866;NA;NA;0;NA;1442;14346;6148;4514;0;0;NA;NA;3536;37613;26998;9202;8704;9092;1027;NA;NA;0;NA;971;9588;NA;1633;0;0;NA;NA;3085;30839;24970;2417;20247;2306;843;372;0;0;0;471;5026;1435;3126;0;0;0;15;451;"15";"1"
"34";"MI";"15004";"Portel (PA)";6921;6303;332;22;5;1;193;65;6687;6100;319;21;5;1;179;62;234;203;13;1;0;0;14;3;283874;160182;123692;6913;6680;233;23897;22901;996;20601;20011;590;71496;9025;62471;66169;5106;61063;5328;3919;1408;6617;6433;3810;894;3002;193;20;0;0;13;165;3380;543;267;240;2;8;383;2296;6397;6245;3702;835;2917;179;11;0;0;13;158;3225;522;168;225;2;8;374;2250;220;188;108;59;85;14;9;0;0;0;7;155;21;99;15;0;0;9;46;73620;60528;37859;7499;15170;1158;234;0;0;11;912;11934;4433;1850;390;NA;NA;326;4898;66926;56025;37171;4148;14706;523;48;0;0;11;464;10378;4330;528;366;NA;NA;322;4794;6694;4503;688;3351;464;635;186;0;0;0;449;1556;103;1322;24;0;0;3;104;"15";"1"
"35";"MI";"15005";"Furos de Breves (PA)";16367;14559;60;16;112;60;234;1326;15548;13773;58;15;106;57;224;1315;847;811;2;1;6;4;10;13;668084;394719;274698;16323;15507;844;50508;46887;3676;45388;43382;2096;373106;8806;364299;287540;7626;279914;33292;1201;32091;15425;14685;14038;3332;1459;1193;201;9;69;172;767;9541;2144;1126;87;4;43;1328;6566;14645;13947;13328;3126;1392;1113;185;8;68;161;716;8919;2014;817;87;4;42;1288;6219;807;764;736;220;70;82;18;1;1;11;51;640;131;310;0;0;1;41;363;286513;226656;205838;8310;12507;4622;705;NA;NA;288;3120;55235;26060;7100;377;NA;NA;2245;19062;258559;205360;187918;7377;10065;4164;605;NA;NA;NA;2815;49035;24607;3596;377;NA;NA;NA;17887;28649;21882;18407;951;2523;463;105;NA;NA;NA;305;6304;1471;3540;0;0;NA;NA;1224;"15";"1"
"36";"MI";"15006";"Arari (PA)";8502;7746;48;42;89;78;229;270;7610;6909;48;34;73;73;222;251;907;851;0;8;17;5;7;19;908621;183423;720416;8489;7604;900;29233;25010;4237;24909;22754;2227;200516;84418;116099;122674;38265;84409;65302;54967;10335;8147;7770;6260;2906;344;506;10;2;1;10;486;4195;1284;634;2;1;3;162;2722;7293;7016;5889;2419;313;466;5;0;1;10;453;3689;1109;339;2;1;2;147;2536;869;769;373;502;32;41;5;2;0;0;34;510;176;297;0;0;1;15;187;205244;167566;93877;66141;7548;3426;93;NA;NA;8;3200;34252;17443;6095;NA;NA;8;214;10475;123935;95246;63604;29195;2447;2742;NA;0;NA;8;2728;25947;14048;2064;NA;NA;NA;NA;9615;64739;55247;8198;46388;661;924;NA;NA;0;0;711;8568;3406;4281;0;0;NA;NA;862;"15";"1"
"37";"MI";"15007";"Belém (PA)";4717;4042;422;15;95;3;96;44;4407;3754;414;15;87;3;91;43;315;294;8;0;8;0;4;1;39543;25815;13747;4712;4407;311;13445;12007;1372;12032;11292;761;212566;47404;165162;157072;8555;148517;20069;2960;17109;4563;4361;4062;1237;772;655;15;5;0;58;586;2290;847;413;0;10;32;77;1068;4261;4095;3824;1147;746;599;15;4;0;57;532;2080;801;269;0;10;26;77;1025;307;271;244;93;27;57;0;1;0;1;55;213;48;143;0;0;6;1;44;218232;193330;136126;47219;9985;4442;207;50;0;25;4161;20459;12090;5044;0;42;4;325;2955;159863;138826;121101;8418;9307;3927;207;NA;0;NA;NA;17110;11444;2440;0;42;4;325;2854;22964;19079;15470;2910;699;518;0;NA;0;NA;NA;3367;669;2593;0;0;NA;NA;102;"15";"1"
"38";"MI";"15008";"Castanhal (PA)";6702;5196;211;27;423;628;137;80;5890;4555;161;25;390;567;114;78;804;630;50;2;35;62;22;3;134000;61829;64371;6680;5887;789;19844;15867;3287;16354;14861;1504;853115;685072;168043;175082;39015;136067;83160;51340;31820;6595;6136;3626;964;3661;601;67;2;2;10;522;4239;1506;1038;0;3;56;10;1999;5799;5458;3218;736;3453;555;52;1;1;8;494;3636;1455;475;0;3;50;9;1902;788;670;413;215;211;47;15;2;1;2;28;601;48;563;0;0;6;1;98;852407;798606;80243;682924;35439;6291;1256;NA;NA;8;4957;47510;22229;18053;0;NA;829;NA;6361;160768;124070;57077;38334;28659;4308;337;NA;NA;NA;3915;32390;21343;4106;0;NA;NA;NA;6132;98036;79999;23927;50329;5743;3001;919;NA;NA;NA;2012;15036;816;13932;0;0;NA;NA;231;"15";"1"
"39";"MI";"15009";"Salgado (PA)";6727;5156;107;29;229;572;521;113;5675;4360;71;23;192;475;450;104;1057;801;36;6;37;97;71;9;99615;55199;42927;6711;5672;1047;24389;19685;4669;19700;17112;2617;171810;80968;90842;98199;24829;73371;39633;16788;22845;6426;5277;2982;1110;3168;262;22;3;4;41;200;4679;1812;1557;2;1;17;22;1894;5401;4450;2491;879;2771;236;18;2;2;35;186;3795;1721;754;2;1;10;17;1682;1030;832;498;227;398;27;4;1;2;6;15;887;92;805;0;0;7;5;212;194813;144822;45927;80397;18498;2534;163;51;27;68;2225;47458;27368;15272;NA;NA;3;32;4775;108670;72899;34344;24403;14151;2290;111;NA;NA;62;2073;33481;25844;3294;NA;NA;NA;NA;4307;50837;35853;16102;16648;3104;633;52;NA;NA;6;542;14351;1862;12014;0;0;NA;NA;468;"15";"1"
"40";"MI";"15010";"Bragantina (PA)";19572;15859;134;281;510;2062;625;101;16939;13618;125;252;467;1807;599;71;2649;2257;9;30;43;255;25;30;416012;195974;193582;19502;16913;2609;66965;55332;11257;52605;47097;5591;471252;128610;342642;287847;37214;250633;120287;61761;58527;19033;17252;7913;6178;12381;1033;404;15;43;44;595;13953;5559;3749;2;2;154;255;6122;16438;15080;6883;5184;11257;929;361;10;40;38;545;11750;5177;1891;1;1;131;227;5719;2611;2188;1041;1003;1141;107;43;6;3;6;53;2213;388;1859;1;1;23;28;406;501949;344323;139325;123922;81076;7769;2688;310;1037;103;3630;149858;85967;46121;NA;NA;1430;298;16025;283552;173201;68543;34085;70573;4463;1428;NA;NA;101;2816;105888;79280;9969;NA;NA;NA;255;15151;147119;100142;28664;60199;11279;3312;1208;NA;NA;2;870;43665;6882;35644;NA;NA;NA;44;883;"15";"1"
"41";"MI";"15011";"Cametá (PA)";38000;35458;84;70;1014;515;755;104;34440;32205;77;66;950;438;610;94;3574;3267;7;4;64;77;145;10;413162;284006;123205;37985;34434;3566;140211;125222;14928;120240;110611;9707;629929;150424;479505;445614;20116;425498;56902;8281;48622;37015;34397;30581;9602;5697;4938;376;4;69;1011;3662;29363;8731;7461;17;17;92;2546;18240;33493;31324;27839;8761;5289;4589;335;3;66;961;3395;26097;8387;4552;15;15;78;2399;16846;3534;3084;2754;845;410;350;42;1;3;50;267;3275;353;2908;2;2;14;148;1396;820698;465137;285827;147980;31330;106527;1141;11;200;821;104354;249034;115863;48440;118;57;2183;3427;78945;609618;298397;250586;18366;29445;105425;930;NA;NA;789;103506;205796;111124;16245;NA;NA;1792;3240;73226;84967;40612;31130;7537;1945;1104;213;NA;NA;32;848;43251;4836;32108;NA;NA;391;187;5722;"15";"1"
"42";"MI";"15012";"Tomé-Açu (PA)";17376;15004;1343;55;337;157;386;94;15583;13413;1250;43;302;140;350;85;1798;1592;97;11;35;18;36;9;1026137;390116;479179;17280;15521;1770;65490;50546;9746;50006;45892;4150;809324;97106;712218;400304;18891;381412;134959;46594;88366;16919;15875;10495;2517;9384;1503;216;15;12;85;1252;10748;3459;2645;6;4;3;12;5587;15168;14408;9532;2070;8769;1305;165;11;12;70;1109;9399;3285;1500;5;4;3;11;5276;1757;1472;971;445;626;200;50;4;0;15;146;1359;182;1142;1;0;0;1;317;693381;565370;374493;92176;98701;18254;5886;15;94;256;12003;109758;47230;46730;27;14;15;31;15712;340277;259935;160329;16336;83270;8725;1191;NA;94;NA;7254;71617;NA;12238;NA;14;15;NA;14901;154389;120142;65694;44276;10172;6763;4525;NA;0;NA;2153;27484;NA;23760;NA;0;0;NA;830;"15";"1"
"43";"MI";"15013";"Guamá (PA)";27640;22248;693;140;1037;996;1660;866;25006;20074;632;124;968;863;1554;791;2651;2191;61;16;69;133;106;75;1283108;607069;577118;27464;24888;2594;88394;76336;11708;73448;67543;6035;733115;254417;478698;440632;67939;372693;174970;105366;69604;25299;23421;14062;6931;13092;1815;971;6;18;26;1364;14455;5195;3526;3;4;59;69;6956;22805;21344;12996;5928;12286;1646;919;4;15;23;1243;12549;4909;1923;2;3;53;61;6525;2508;2091;1083;1000;822;169;52;2;3;3;121;1915;296;1601;1;1;6;8;431;830723;589209;205895;244550;138764;87232;75980;NA;NA;41;10844;154282;74399;57512;16;32;652;110;21561;505300;321577;132767;61522;127288;80195;72838;NA;278;NA;7015;103528;68853;13708;NA;NA;NA;101;20265;202141;162080;46708;101865;13507;5600;3142;NA;NA;NA;2392;34461;5721;27336;NA;NA;NA;9;1296;"15";"1"
"44";"MI";"15014";"Itaituba (PA)";7886;7402;77;101;25;102;161;18;5945;5559;69;73;20;67;143;14;1939;1841;8;28;5;35;18;4;1902303;561586;1257386;7878;5942;1934;25618;18554;6975;21363;17167;4209;391113;281261;109851;158949;91160;67789;176809;147039;29771;7190;6378;2233;5375;857;334;76;3;18;49;200;4458;1928;1822;2;1;0;50;1104;5373;4876;1925;4001;736;251;60;1;10;40;152;3213;1733;716;1;1;0;39;970;1814;1498;311;1369;121;83;17;2;8;9;47;1247;195;1106;1;0;0;11;136;448134;362483;71731;272379;18373;15642;1608;NA;NA;95;11033;70009;29626;37026;NA;NA;0;111;3192;173234;133849;34277;85318;14254;2678;897;NA;NA;82;1393;36707;26588;7157;NA;NA;0;NA;2860;208112;172058;23378;144522;4158;5013;772;NA;NA;13;1630;31041;3031;27604;NA;0;0;NA;343;"15";"1"
"45";"MI";"15015";"Altamira (PA)";23325;20536;2231;57;49;121;271;60;18281;15797;2026;42;42;108;215;51;5076;4762;207;16;7;14;61;9;4408485;1272917;3080870;23271;18243;5060;81342;59473;22419;63911;52226;12397;1116739;645631;471108;518825;227464;291362;551261;377986;173276;21654;19280;11476;11653;1506;1269;394;3;2;32;858;11770;5156;3475;0;11;4;110;3960;16827;15215;9743;8688;1281;1024;283;1;2;24;729;8934;4461;1351;0;5;3;98;3587;4853;4091;1765;2967;228;246;111;2;0;8;130;2854;710;2125;0;6;1;13;377;1191107;1009208;388607;598297;22304;24362;11165;NA;NA;93;13021;157537;79735;65932;0;15;19;63;11771;538763;436774;227023;194174;15577;10582;4511;NA;NA;NA;5930;91407;68406;12246;0;NA;NA;51;10682;593258;520071;152398;363658;4015;11487;6638;NA;0;NA;4814;61700;11599;48974;0;NA;NA;12;1102;"15";"1"
"46";"MI";"15016";"Tucuruí (PA)";14801;12999;1392;22;28;4;326;30;11866;10299;1263;15;15;3;250;21;2933;2695;130;7;13;2;77;9;2010077;753148;1107519;14780;11858;2923;49718;38283;10929;42970;35725;7254;712002;617371;94630;304779;247882;56897;271213;257015;14197;14080;12602;2949;11305;1507;744;450;8;3;42;248;8133;3986;3120;4;0;7;31;1614;11254;10349;2551;9253;1356;615;354;8;3;38;218;6254;3643;1510;2;0;7;24;1453;2826;2253;401;2050;151;126;94;0;0;4;29;1878;346;1605;2;0;0;7;161;864803;651782;50124;586080;15578;12222;9996;NA;NA;48;2148;200799;65414;131043;NA;0;NA;154;4063;348029;269579;33382;222262;13935;7067;5602;NA;NA;44;1391;71383;54280;13263;NA;0;NA;NA;3650;316268;262919;9937;251338;1644;4707;3951;0;0;4;752;48642;6155;41985;NA;0;0;NA;413;"15";"1"
"47";"MI";"15017";"Paragominas (PA)";7946;6110;1062;91;80;20;568;15;5780;4312;862;20;61;13;499;13;2093;1737;201;59;21;4;69;2;2285500;276500;1249763;7916;5779;2074;30700;17349;9954;19832;14796;4886;1942979;451795;1491184;175398;106389;69009;403624;200474;203150;7296;6867;2588;5181;1305;403;165;5;0;4;266;3400;1545;1559;0;0;24;24;484;5282;5025;1872;3787;1146;277;96;5;0;3;197;2380;1355;689;0;0;24;19;419;1942;1770;655;1362;162;124;65;0;0;1;71;1012;189;863;0;0;0;5;65;1948094;1860095;1402165;436291;21639;27218;24536;NA;0;NA;2660;60781;20803;38518;0;0;NA;NA;1057;189844;160094;47731;97657;14706;2910;1540;NA;0;NA;NA;26840;18000;7497;0;0;NA;NA;953;417802;391086;188972;195806;6308;4720;NA;0;0;NA;1711;21996;2781;19098;0;0;0;15;103;"15";"1"
"48";"MI";"15018";"São Félix do Xingu (PA)";10729;10173;217;24;16;33;230;36;7997;7562;203;17;9;10;160;36;2709;2585;14;7;7;23;73;0;4048678;690727;2452567;10712;7997;2700;39657;25791;12559;29363;22748;6585;1048961;913078;135883;292771;232135;60637;472210;443873;28338;9680;9099;2554;8214;948;702;109;3;11;2;597;3929;2165;1373;2;1;2;1;614;7181;6868;2143;6142;732;504;62;0;5;1;451;2796;1878;493;1;1;2;1;523;2476;2208;417;2047;218;202;48;3;6;1;149;1136;290;878;1;0;0;0;93;1117070;1000655;110784;880006;9865;28282;3748;NA;135;NA;24260;88133;37298;49230;NA;NA;NA;NA;1549;318669;267633;50632;209411;7591;9491;1549;0;NA;NA;7865;41544;32308;7845;NA;NA;NA;NA;NA;507898;455158;20238;432560;2360;16061;2249;NA;NA;NA;13615;36679;5087;31345;NA;0;0;0;NA;"15";"1"
"49";"MI";"15019";"Parauapebas (PA)";6971;5147;1299;17;35;174;262;37;5365;3928;1040;11;26;127;216;17;1592;1202;260;6;12;47;45;20;1042613;301881;507671;6957;5362;1583;25153;17240;6537;18677;15036;3724;729855;641650;88205;227253;192577;34676;226986;209933;17052;6745;6335;1493;5723;624;390;112;8;12;9;262;3452;1852;1327;1;2;1;2;403;5176;4964;1169;4517;524;309;78;3;8;6;219;2460;1635;532;1;2;1;1;362;1555;1357;325;1191;102;81;34;5;4;3;44;995;215;799;0;0;0;1;41;761941;665838;29452;628397;7989;17022;12657;92;213;34;4025;79081;31210;46828;NA;NA;NA;NA;986;254094;208753;18725;183408;6619;9334;6198;NA;NA;31;2907;36007;27258;7793;NA;NA;NA;NA;NA;260127;216092;8625;206159;1307;10808;8589;NA;NA;4;2109;33228;3895;29246;0;0;0;NA;NA;"15";"1"
"50";"MI";"15020";"Marabá (PA)";8582;6691;1534;23;50;75;144;65;6940;5330;1310;19;40;69;119;53;1634;1345;230;5;10;6;26;12;1104780;367957;602027;8564;6932;1625;29072;21764;6726;23364;19457;3901;622034;559769;62265;220711;182324;38387;224339;206783;17555;8359;7905;1767;7001;1412;561;157;3;2;9;450;4772;2419;1639;1;3;11;35;1010;6739;6466;1505;5710;1240;465;130;2;2;7;380;3712;2222;737;1;2;10;31;919;1612;1431;268;1281;175;98;29;1;0;2;70;1064;199;904;0;1;1;4;91;687925;599981;36109;546902;16970;12328;6716;NA;NA;58;5419;75616;38782;33737;NA;NA;20;96;2973;258993;204700;17749;172631;14320;7557;4121;NA;NA;NA;3272;46735;35330;8543;NA;NA;NA;NA;2749;250760;217181;10885;203460;2836;5131;2955;NA;0;NA;2146;28448;3489;24724;0;NA;NA;NA;225;"15";"1"
"51";"MI";"15021";"Redenção (PA)";6321;6082;161;6;4;0;43;25;4655;4457;130;3;4;0;41;20;1634;1591;33;3;0;0;2;5;1837475;329085;930588;6307;4651;1627;21734;12909;7616;14095;10710;3207;811317;773256;38060;169887;156500;13387;298625;284928;13696;5747;5335;607;5060;164;342;313;1;3;3;24;2565;1629;778;2;0;0;6;259;4168;3938;485;3716;147;163;141;1;3;3;16;1799;1332;280;0;0;0;5;241;1547;1365;116;1313;16;179;172;0;0;0;8;765;295;495;2;0;0;1;19;887768;810702;27193;762090;21420;23378;22782;NA;70;NA;492;53687;26074;26839;NA;0;0;NA;757;192526;164029;8448;148642;6939;3169;2858;NA;70;NA;207;25327;20606;3998;0;0;0;10;714;331418;291215;9518;281414;284;17719;17433;0;0;0;285;22484;5416;17015;NA;0;0;NA;45;"15";"1"
"52";"MI";"15022";"Conceição do Araguaia (PA)";9503;8634;798;13;11;5;34;8;7510;6944;515;4;9;5;27;6;1961;1662;283;6;2;0;6;2;2208045;563700;1006206;9483;7508;1950;30744;22010;7427;23465;18994;4432;792467;358965;433502;177301;104432;72869;161350;124939;36411;8179;6878;1530;6058;496;504;153;3;14;14;334;4950;2821;1698;7;4;2;23;870;6346;5487;1313;4797;433;386;101;3;13;14;265;3707;2548;658;7;4;2;16;729;1801;1357;191;1243;65;118;51;0;1;0;69;1252;280;1041;0;0;0;7;143;821049;738141;383778;349556;4807;11887;5965;NA;194;NA;5692;71021;42122;26908;81;NA;NA;48;1780;192773;142722;41748;96937;4037;4718;NA;NA;NA;NA;1358;45334;37768;5887;81;NA;NA;NA;NA;178842;149869;25911;123139;820;3615;NA;0;NA;0;804;25358;4429;20614;0;0;0;NA;NA;"15";"1"
"53";"MI";"16001";"Oiapoque (AP)";1349;357;966;0;2;0;3;21;1065;231;816;0;1;0;3;14;285;127;150;0;1;0;0;7;167190;26563;140737;1347;1064;284;4097;3303;798;3851;3197;656;32837;7513;25325;27433;4085;23348;5868;3892;1976;1322;1212;900;286;935;161;0;0;0;148;13;885;224;309;0;1;1;44;372;1046;1008;780;209;821;130;0;0;0;118;12;639;198;85;0;1;0;42;346;277;205;120;78;114;31;0;0;0;30;1;247;27;224;0;0;1;2;26;34064;20080;5543;5955;8582;281;0;0;0;93;188;13703;3791;8776;0;NA;NA;NA;1007;21708;16070;4850;3148;8072;248;0;0;0;NA;NA;5390;3356;1134;0;NA;0;NA;781;12880;4475;693;3271;510;33;0;0;0;NA;NA;8373;495;7642;0;0;NA;NA;226;"16";"1"
"54";"MI";"16002";"Amapá (AP)";695;604;45;1;10;6;27;2;484;436;27;1;10;1;8;1;209;166;18;0;0;5;19;1;479679;37644;349405;691;484;206;2693;1700;993;1845;1289;556;41177;23540;17638;12923;6419;6504;15534;11823;3711;643;560;177;343;315;5;0;0;0;0;5;400;195;143;0;0;1;0;109;444;397;150;206;255;4;0;0;0;0;4;245;135;39;0;0;1;0;92;197;161;27;135;60;1;0;0;0;0;1;155;60;104;0;0;0;0;17;47298;33808;12633;16523;4653;15;0;0;0;0;15;13475;4441;8503;0;0;NA;0;NA;12807;9429;2119;3527;3783;NA;0;0;0;0;NA;NA;2321;NA;0;0;NA;0;439;19816;12534;3091;8574;870;NA;0;0;0;0;NA;NA;2120;NA;0;0;0;0;NA;"16";"1"
"55";"MI";"16003";"Macapá (AP)";4603;3299;882;18;24;113;182;85;3794;2690;751;14;22;96;139;82;820;620;130;3;2;17;45;3;717116;139305;265741;4589;3793;810;17333;13099;3527;13709;11703;2052;227182;48265;178918;118224;15466;102758;58867;24287;34580;4421;4141;2804;1815;2056;297;69;7;5;32;191;3019;1110;1014;1;0;57;11;1179;3625;3477;2433;1436;1807;254;51;7;4;32;165;2383;1010;486;1;0;29;10;1102;807;675;381;388;254;44;19;0;1;0;26;644;105;528;0;0;28;1;80;268193;201653;135518;41575;24560;10522;1020;NA;NA;41;9170;56018;18367;33144;NA;0;327;NA;4136;123846;97515;63795;12045;21675;2098;NA;NA;NA;41;1443;24234;15349;4686;NA;0;NA;NA;3931;68926;50101;26242;20948;2911;1116;NA;0;NA;0;405;17709;3077;14317;0;0;NA;NA;212;"16";"1"
